# Sales Data for Q1 2025
Date: 2025-01-13 | ProductID: P760 | Quantity: 14 | TotalSales: $631.60
Date: 2025-02-24 | ProductID: P515 | Quantity: 53 | TotalSales: $542.23
Date: 2025-02-14 | ProductID: P699 | Quantity: 94 | TotalSales: $2734.14
Date: 2025-01-05 | ProductID: P980 | Quantity: 39 | TotalSales: $555.26
Date: 2025-01-10 | ProductID: P360 | Quantity: 85 | TotalSales: $3931.26
Date: 2025-03-03 | ProductID: P643 | Quantity: 24 | TotalSales: $436.53
Date: 2025-02-15 | ProductID: P171 | Quantity: 83 | TotalSales: $1725.81
Date: 2025-01-28 | ProductID: P845 | Quantity: 91 | TotalSales: $3492.08
Date: 2025-02-11 | ProductID: P166 | Quantity: 88 | TotalSales: $1409.01
Date: 2025-03-22 | ProductID: P737 | Quantity: 61 | TotalSales: $2668.59
Date: 2025-02-20 | ProductID: P243 | Quantity: 25 | TotalSales: $819.03
Date: 2025-01-08 | ProductID: P993 | Quantity: 72 | TotalSales: $1063.80
Date: 2025-03-15 | ProductID: P870 | Quantity: 75 | TotalSales: $1190.80
Date: 2025-02-16 | ProductID: P148 | Quantity: 78 | TotalSales: $3199.26
Date: 2025-02-18 | ProductID: P728 | Quantity: 7 | TotalSales: $174.44
Date: 2025-03-25 | ProductID: P383 | Quantity: 72 | TotalSales: $1171.82
Date: 2025-01-29 | ProductID: P455 | Quantity: 46 | TotalSales: $767.53
Date: 2025-03-24 | ProductID: P262 | Quantity: 1 | TotalSales: $26.84
Date: 2025-03-05 | ProductID: P695 | Quantity: 65 | TotalSales: $1327.97
Date: 2025-01-01 | ProductID: P495 | Quantity: 63 | TotalSales: $998.00
Date: 2025-01-21 | ProductID: P200 | Quantity: 14 | TotalSales: $503.49
Date: 2025-03-29 | ProductID: P657 | Quantity: 4 | TotalSales: $45.71
Date: 2025-03-12 | ProductID: P604 | Quantity: 77 | TotalSales: $3214.77
Date: 2025-01-24 | ProductID: P261 | Quantity: 10 | TotalSales: $488.90
Date: 2025-01-14 | ProductID: P748 | Quantity: 87 | TotalSales: $1950.78
Date: 2025-03-04 | ProductID: P242 | Quantity: 44 | TotalSales: $1713.53
Date: 2025-01-20 | ProductID: P110 | Quantity: 24 | TotalSales: $939.74
Date: 2025-02-07 | ProductID: P523 | Quantity: 34 | TotalSales: $1367.61
Date: 2025-03-10 | ProductID: P511 | Quantity: 89 | TotalSales: $3962.57
Date: 2025-03-21 | ProductID: P333 | Quantity: 95 | TotalSales: $3301.86
Date: 2025-01-29 | ProductID: P301 | Quantity: 20 | TotalSales: $343.25
Date: 2025-03-18 | ProductID: P418 | Quantity: 94 | TotalSales: $2501.95
Date: 2025-01-25 | ProductID: P259 | Quantity: 70 | TotalSales: $1096.08
Date: 2025-03-19 | ProductID: P441 | Quantity: 68 | TotalSales: $1356.50
Date: 2025-02-13 | ProductID: P332 | Quantity: 13 | TotalSales: $277.15
Date: 2025-02-02 | ProductID: P258 | Quantity: 3 | TotalSales: $53.11
Date: 2025-01-08 | ProductID: P337 | Quantity: 63 | TotalSales: $3062.08
Date: 2025-02-09 | ProductID: P423 | Quantity: 9 | TotalSales: $183.60
Date: 2025-03-14 | ProductID: P150 | Quantity: 90 | TotalSales: $1255.52
Date: 2025-01-15 | ProductID: P712 | Quantity: 83 | TotalSales: $1960.58
Date: 2025-02-09 | ProductID: P759 | Quantity: 7 | TotalSales: $285.06
Date: 2025-01-15 | ProductID: P502 | Quantity: 50 | TotalSales: $1781.80
Date: 2025-01-28 | ProductID: P883 | Quantity: 46 | TotalSales: $2078.08
Date: 2025-01-04 | ProductID: P114 | Quantity: 41 | TotalSales: $1383.08
Date: 2025-01-12 | ProductID: P406 | Quantity: 11 | TotalSales: $224.49
Date: 2025-02-27 | ProductID: P850 | Quantity: 82 | TotalSales: $3125.96
Date: 2025-01-11 | ProductID: P841 | Quantity: 7 | TotalSales: $157.14
Date: 2025-01-07 | ProductID: P598 | Quantity: 36 | TotalSales: $1308.10
Date: 2025-03-20 | ProductID: P130 | Quantity: 17 | TotalSales: $611.28
Date: 2025-01-30 | ProductID: P567 | Quantity: 86 | TotalSales: $971.05
Date: 2025-02-12 | ProductID: P860 | Quantity: 42 | TotalSales: $970.00
Date: 2025-03-05 | ProductID: P447 | Quantity: 27 | TotalSales: $357.80
Date: 2025-03-07 | ProductID: P294 | Quantity: 25 | TotalSales: $1204.29
Date: 2025-01-08 | ProductID: P179 | Quantity: 100 | TotalSales: $4186.46
Date: 2025-01-01 | ProductID: P559 | Quantity: 35 | TotalSales: $1393.67
Date: 2025-03-05 | ProductID: P583 | Quantity: 18 | TotalSales: $611.48
Date: 2025-02-06 | ProductID: P618 | Quantity: 50 | TotalSales: $2264.02
Date: 2025-01-15 | ProductID: P851 | Quantity: 74 | TotalSales: $842.57
Date: 2025-02-24 | ProductID: P591 | Quantity: 16 | TotalSales: $661.07
Date: 2025-03-29 | ProductID: P161 | Quantity: 85 | TotalSales: $1614.82
Date: 2025-03-11 | ProductID: P606 | Quantity: 69 | TotalSales: $3039.97
Date: 2025-03-19 | ProductID: P957 | Quantity: 95 | TotalSales: $2145.65
Date: 2025-02-19 | ProductID: P134 | Quantity: 4 | TotalSales: $189.65
Date: 2025-03-27 | ProductID: P209 | Quantity: 79 | TotalSales: $2788.68
Date: 2025-02-26 | ProductID: P733 | Quantity: 68 | TotalSales: $2400.28
Date: 2025-03-06 | ProductID: P880 | Quantity: 14 | TotalSales: $489.37
Date: 2025-03-05 | ProductID: P796 | Quantity: 56 | TotalSales: $1028.50
Date: 2025-03-21 | ProductID: P498 | Quantity: 72 | TotalSales: $2088.58
Date: 2025-02-19 | ProductID: P526 | Quantity: 20 | TotalSales: $607.00
Date: 2025-02-23 | ProductID: P690 | Quantity: 41 | TotalSales: $935.90
Date: 2025-01-18 | ProductID: P722 | Quantity: 86 | TotalSales: $4249.96
Date: 2025-02-13 | ProductID: P398 | Quantity: 11 | TotalSales: $139.20
Date: 2025-01-11 | ProductID: P344 | Quantity: 69 | TotalSales: $2244.21
Date: 2025-02-15 | ProductID: P621 | Quantity: 87 | TotalSales: $4047.91
Date: 2025-03-24 | ProductID: P115 | Quantity: 34 | TotalSales: $1478.41
Date: 2025-02-14 | ProductID: P149 | Quantity: 3 | TotalSales: $109.74
Date: 2025-02-08 | ProductID: P939 | Quantity: 44 | TotalSales: $442.16
Date: 2025-02-02 | ProductID: P220 | Quantity: 12 | TotalSales: $566.69
Date: 2025-03-15 | ProductID: P921 | Quantity: 98 | TotalSales: $3579.21
Date: 2025-03-15 | ProductID: P107 | Quantity: 7 | TotalSales: $269.62
Date: 2025-02-14 | ProductID: P701 | Quantity: 73 | TotalSales: $1158.70
Date: 2025-02-19 | ProductID: P762 | Quantity: 91 | TotalSales: $1334.39
Date: 2025-02-27 | ProductID: P344 | Quantity: 89 | TotalSales: $2993.94
Date: 2025-02-11 | ProductID: P410 | Quantity: 19 | TotalSales: $272.66
Date: 2025-01-14 | ProductID: P916 | Quantity: 47 | TotalSales: $2152.21
Date: 2025-02-10 | ProductID: P458 | Quantity: 25 | TotalSales: $561.47
Date: 2025-01-14 | ProductID: P137 | Quantity: 39 | TotalSales: $1476.74
Date: 2025-01-27 | ProductID: P116 | Quantity: 45 | TotalSales: $1086.25
Date: 2025-01-21 | ProductID: P995 | Quantity: 77 | TotalSales: $3158.93
Date: 2025-02-05 | ProductID: P615 | Quantity: 44 | TotalSales: $1209.10
Date: 2025-01-13 | ProductID: P990 | Quantity: 81 | TotalSales: $1241.17
Date: 2025-02-25 | ProductID: P447 | Quantity: 96 | TotalSales: $2502.29
Date: 2025-02-25 | ProductID: P262 | Quantity: 36 | TotalSales: $1140.42
Date: 2025-01-18 | ProductID: P255 | Quantity: 71 | TotalSales: $3423.38
Date: 2025-01-16 | ProductID: P172 | Quantity: 55 | TotalSales: $1176.75
Date: 2025-01-23 | ProductID: P229 | Quantity: 99 | TotalSales: $1486.23
Date: 2025-01-22 | ProductID: P395 | Quantity: 90 | TotalSales: $2995.19
Date: 2025-03-02 | ProductID: P737 | Quantity: 56 | TotalSales: $1334.26
Date: 2025-02-10 | ProductID: P603 | Quantity: 83 | TotalSales: $2572.43
Date: 2025-02-02 | ProductID: P502 | Quantity: 81 | TotalSales: $3973.12
Date: 2025-01-28 | ProductID: P562 | Quantity: 19 | TotalSales: $935.29
Date: 2025-02-07 | ProductID: P646 | Quantity: 67 | TotalSales: $2344.45
Date: 2025-03-14 | ProductID: P840 | Quantity: 51 | TotalSales: $1335.15
Date: 2025-03-18 | ProductID: P831 | Quantity: 2 | TotalSales: $59.69
Date: 2025-03-01 | ProductID: P254 | Quantity: 91 | TotalSales: $3161.89
Date: 2025-01-29 | ProductID: P291 | Quantity: 79 | TotalSales: $1926.25
Date: 2025-01-09 | ProductID: P475 | Quantity: 47 | TotalSales: $2066.66
Date: 2025-02-10 | ProductID: P111 | Quantity: 14 | TotalSales: $670.18
Date: 2025-03-07 | ProductID: P540 | Quantity: 4 | TotalSales: $70.70
Date: 2025-03-28 | ProductID: P799 | Quantity: 91 | TotalSales: $3417.66
Date: 2025-03-29 | ProductID: P486 | Quantity: 51 | TotalSales: $1051.63
Date: 2025-03-03 | ProductID: P207 | Quantity: 13 | TotalSales: $545.25
Date: 2025-03-09 | ProductID: P297 | Quantity: 32 | TotalSales: $1074.53
Date: 2025-03-12 | ProductID: P366 | Quantity: 79 | TotalSales: $1582.14
Date: 2025-01-02 | ProductID: P420 | Quantity: 44 | TotalSales: $619.22
Date: 2025-01-06 | ProductID: P126 | Quantity: 80 | TotalSales: $2506.67
Date: 2025-01-02 | ProductID: P827 | Quantity: 58 | TotalSales: $1448.08
Date: 2025-01-10 | ProductID: P442 | Quantity: 66 | TotalSales: $1822.57
Date: 2025-01-16 | ProductID: P609 | Quantity: 68 | TotalSales: $3192.33
Date: 2025-02-10 | ProductID: P834 | Quantity: 99 | TotalSales: $1747.59
Date: 2025-03-11 | ProductID: P728 | Quantity: 14 | TotalSales: $585.13
Date: 2025-03-25 | ProductID: P550 | Quantity: 14 | TotalSales: $472.45
Date: 2025-01-22 | ProductID: P666 | Quantity: 10 | TotalSales: $314.20
Date: 2025-01-18 | ProductID: P493 | Quantity: 39 | TotalSales: $1511.48
Date: 2025-02-15 | ProductID: P400 | Quantity: 87 | TotalSales: $1531.63
Date: 2025-01-19 | ProductID: P806 | Quantity: 63 | TotalSales: $658.76
Date: 2025-01-23 | ProductID: P855 | Quantity: 64 | TotalSales: $756.38
Date: 2025-02-09 | ProductID: P593 | Quantity: 42 | TotalSales: $599.21
Date: 2025-03-09 | ProductID: P421 | Quantity: 16 | TotalSales: $528.68
Date: 2025-03-16 | ProductID: P945 | Quantity: 53 | TotalSales: $729.10
Date: 2025-02-15 | ProductID: P157 | Quantity: 94 | TotalSales: $2138.71
Date: 2025-03-20 | ProductID: P381 | Quantity: 3 | TotalSales: $89.72
Date: 2025-03-07 | ProductID: P715 | Quantity: 56 | TotalSales: $1868.77
Date: 2025-02-11 | ProductID: P866 | Quantity: 62 | TotalSales: $2478.58
Date: 2025-01-18 | ProductID: P375 | Quantity: 39 | TotalSales: $1751.92
Date: 2025-03-03 | ProductID: P287 | Quantity: 81 | TotalSales: $2963.98
Date: 2025-03-17 | ProductID: P764 | Quantity: 19 | TotalSales: $849.95
Date: 2025-03-22 | ProductID: P112 | Quantity: 7 | TotalSales: $106.95
Date: 2025-01-13 | ProductID: P266 | Quantity: 32 | TotalSales: $373.70
Date: 2025-03-16 | ProductID: P918 | Quantity: 14 | TotalSales: $690.83
Date: 2025-02-16 | ProductID: P193 | Quantity: 93 | TotalSales: $4051.56
Date: 2025-03-29 | ProductID: P923 | Quantity: 41 | TotalSales: $781.92
Date: 2025-03-23 | ProductID: P859 | Quantity: 57 | TotalSales: $2592.05
Date: 2025-01-26 | ProductID: P377 | Quantity: 72 | TotalSales: $3162.81
Date: 2025-03-06 | ProductID: P801 | Quantity: 56 | TotalSales: $2423.10
Date: 2025-01-07 | ProductID: P320 | Quantity: 41 | TotalSales: $2001.55
Date: 2025-03-10 | ProductID: P606 | Quantity: 51 | TotalSales: $1092.84
Date: 2025-01-10 | ProductID: P392 | Quantity: 25 | TotalSales: $250.96
Date: 2025-01-18 | ProductID: P460 | Quantity: 70 | TotalSales: $943.88
Date: 2025-01-22 | ProductID: P448 | Quantity: 66 | TotalSales: $1230.34
Date: 2025-02-05 | ProductID: P933 | Quantity: 71 | TotalSales: $1080.30
Date: 2025-02-09 | ProductID: P745 | Quantity: 44 | TotalSales: $1740.32
Date: 2025-01-15 | ProductID: P922 | Quantity: 75 | TotalSales: $790.77
Date: 2025-03-26 | ProductID: P845 | Quantity: 83 | TotalSales: $1513.21
Date: 2025-02-23 | ProductID: P556 | Quantity: 77 | TotalSales: $3442.29
Date: 2025-03-25 | ProductID: P550 | Quantity: 47 | TotalSales: $2283.05
Date: 2025-02-03 | ProductID: P178 | Quantity: 74 | TotalSales: $2068.46
Date: 2025-03-30 | ProductID: P370 | Quantity: 34 | TotalSales: $769.29
Date: 2025-02-07 | ProductID: P189 | Quantity: 99 | TotalSales: $4261.35
Date: 2025-03-29 | ProductID: P399 | Quantity: 93 | TotalSales: $2906.37
Date: 2025-01-28 | ProductID: P663 | Quantity: 17 | TotalSales: $220.22
Date: 2025-01-08 | ProductID: P952 | Quantity: 50 | TotalSales: $2432.22
Date: 2025-02-07 | ProductID: P497 | Quantity: 97 | TotalSales: $1116.59
Date: 2025-01-29 | ProductID: P168 | Quantity: 35 | TotalSales: $800.59
Date: 2025-01-08 | ProductID: P493 | Quantity: 71 | TotalSales: $1429.81
Date: 2025-02-09 | ProductID: P336 | Quantity: 55 | TotalSales: $1144.81
Date: 2025-03-21 | ProductID: P865 | Quantity: 58 | TotalSales: $2395.14
Date: 2025-01-13 | ProductID: P394 | Quantity: 85 | TotalSales: $3356.20
Date: 2025-01-29 | ProductID: P788 | Quantity: 13 | TotalSales: $444.17
Date: 2025-02-21 | ProductID: P782 | Quantity: 17 | TotalSales: $524.86
Date: 2025-03-07 | ProductID: P604 | Quantity: 62 | TotalSales: $2131.30
Date: 2025-03-29 | ProductID: P908 | Quantity: 40 | TotalSales: $680.58
Date: 2025-01-14 | ProductID: P881 | Quantity: 55 | TotalSales: $2315.39
Date: 2025-03-08 | ProductID: P132 | Quantity: 42 | TotalSales: $990.07
Date: 2025-01-12 | ProductID: P714 | Quantity: 36 | TotalSales: $1386.06
Date: 2025-01-29 | ProductID: P558 | Quantity: 71 | TotalSales: $3170.55
Date: 2025-03-09 | ProductID: P915 | Quantity: 17 | TotalSales: $644.74
Date: 2025-01-11 | ProductID: P308 | Quantity: 43 | TotalSales: $1154.24
Date: 2025-02-20 | ProductID: P964 | Quantity: 37 | TotalSales: $1203.62
Date: 2025-03-23 | ProductID: P912 | Quantity: 46 | TotalSales: $1444.83
Date: 2025-01-21 | ProductID: P973 | Quantity: 73 | TotalSales: $1268.24
Date: 2025-01-14 | ProductID: P874 | Quantity: 6 | TotalSales: $61.33
Date: 2025-03-08 | ProductID: P171 | Quantity: 7 | TotalSales: $161.94
Date: 2025-02-28 | ProductID: P275 | Quantity: 98 | TotalSales: $4150.72
Date: 2025-02-21 | ProductID: P855 | Quantity: 12 | TotalSales: $406.54
Date: 2025-03-12 | ProductID: P845 | Quantity: 20 | TotalSales: $869.16
Date: 2025-03-02 | ProductID: P945 | Quantity: 20 | TotalSales: $262.99
Date: 2025-01-15 | ProductID: P867 | Quantity: 86 | TotalSales: $3537.21
Date: 2025-03-12 | ProductID: P273 | Quantity: 6 | TotalSales: $74.82
Date: 2025-01-12 | ProductID: P376 | Quantity: 35 | TotalSales: $1178.72
Date: 2025-03-17 | ProductID: P716 | Quantity: 10 | TotalSales: $189.59
Date: 2025-03-13 | ProductID: P511 | Quantity: 34 | TotalSales: $497.46
Date: 2025-02-09 | ProductID: P864 | Quantity: 18 | TotalSales: $770.59
Date: 2025-01-06 | ProductID: P529 | Quantity: 42 | TotalSales: $1070.68
Date: 2025-03-04 | ProductID: P463 | Quantity: 17 | TotalSales: $211.24
Date: 2025-03-16 | ProductID: P600 | Quantity: 87 | TotalSales: $1666.69
Date: 2025-01-25 | ProductID: P722 | Quantity: 28 | TotalSales: $1001.80
Date: 2025-02-18 | ProductID: P977 | Quantity: 66 | TotalSales: $2331.13
Date: 2025-02-28 | ProductID: P220 | Quantity: 2 | TotalSales: $58.21
Date: 2025-02-09 | ProductID: P952 | Quantity: 83 | TotalSales: $1375.50
Date: 2025-03-27 | ProductID: P332 | Quantity: 50 | TotalSales: $1101.07
Date: 2025-03-26 | ProductID: P413 | Quantity: 58 | TotalSales: $2409.32
Date: 2025-02-28 | ProductID: P175 | Quantity: 69 | TotalSales: $1202.28
Date: 2025-02-25 | ProductID: P127 | Quantity: 91 | TotalSales: $2437.66
Date: 2025-01-20 | ProductID: P174 | Quantity: 64 | TotalSales: $3187.39
Date: 2025-02-27 | ProductID: P892 | Quantity: 41 | TotalSales: $1468.70
Date: 2025-01-19 | ProductID: P642 | Quantity: 17 | TotalSales: $651.22
Date: 2025-03-08 | ProductID: P725 | Quantity: 72 | TotalSales: $1943.93
Date: 2025-01-17 | ProductID: P388 | Quantity: 86 | TotalSales: $2472.09
Date: 2025-03-21 | ProductID: P686 | Quantity: 95 | TotalSales: $2598.14
Date: 2025-03-20 | ProductID: P580 | Quantity: 43 | TotalSales: $2001.04
Date: 2025-03-18 | ProductID: P698 | Quantity: 3 | TotalSales: $108.09
Date: 2025-01-27 | ProductID: P114 | Quantity: 77 | TotalSales: $2100.28
Date: 2025-03-24 | ProductID: P547 | Quantity: 24 | TotalSales: $634.63
Date: 2025-02-09 | ProductID: P705 | Quantity: 24 | TotalSales: $469.54
Date: 2025-03-13 | ProductID: P621 | Quantity: 28 | TotalSales: $739.16
Date: 2025-03-19 | ProductID: P698 | Quantity: 14 | TotalSales: $201.50
Date: 2025-02-10 | ProductID: P785 | Quantity: 29 | TotalSales: $884.68
Date: 2025-01-18 | ProductID: P315 | Quantity: 55 | TotalSales: $773.05
Date: 2025-01-22 | ProductID: P541 | Quantity: 25 | TotalSales: $376.34
Date: 2025-01-08 | ProductID: P568 | Quantity: 49 | TotalSales: $1607.45
Date: 2025-02-14 | ProductID: P141 | Quantity: 45 | TotalSales: $1346.72
Date: 2025-01-08 | ProductID: P943 | Quantity: 75 | TotalSales: $2814.93
Date: 2025-01-28 | ProductID: P914 | Quantity: 7 | TotalSales: $89.11
Date: 2025-01-26 | ProductID: P917 | Quantity: 24 | TotalSales: $900.64
Date: 2025-02-14 | ProductID: P323 | Quantity: 73 | TotalSales: $2887.18
Date: 2025-01-05 | ProductID: P600 | Quantity: 25 | TotalSales: $908.23
Date: 2025-03-10 | ProductID: P126 | Quantity: 98 | TotalSales: $2146.06
Date: 2025-01-12 | ProductID: P825 | Quantity: 95 | TotalSales: $4421.19
Date: 2025-01-03 | ProductID: P903 | Quantity: 54 | TotalSales: $1258.00
Date: 2025-02-26 | ProductID: P796 | Quantity: 73 | TotalSales: $3447.37
Date: 2025-02-14 | ProductID: P118 | Quantity: 41 | TotalSales: $1928.67
Date: 2025-01-06 | ProductID: P873 | Quantity: 50 | TotalSales: $799.46
Date: 2025-02-25 | ProductID: P742 | Quantity: 4 | TotalSales: $144.29
Date: 2025-02-08 | ProductID: P327 | Quantity: 2 | TotalSales: $34.36
Date: 2025-01-10 | ProductID: P159 | Quantity: 2 | TotalSales: $26.06
Date: 2025-01-08 | ProductID: P346 | Quantity: 25 | TotalSales: $425.47
Date: 2025-02-14 | ProductID: P525 | Quantity: 85 | TotalSales: $1591.24
Date: 2025-02-06 | ProductID: P801 | Quantity: 27 | TotalSales: $1317.33
Date: 2025-01-23 | ProductID: P267 | Quantity: 76 | TotalSales: $1135.97
Date: 2025-03-04 | ProductID: P185 | Quantity: 48 | TotalSales: $550.83
Date: 2025-03-28 | ProductID: P452 | Quantity: 88 | TotalSales: $989.79
Date: 2025-01-01 | ProductID: P170 | Quantity: 7 | TotalSales: $198.44
Date: 2025-01-03 | ProductID: P325 | Quantity: 14 | TotalSales: $175.63
Date: 2025-02-03 | ProductID: P188 | Quantity: 62 | TotalSales: $2519.91
Date: 2025-01-23 | ProductID: P397 | Quantity: 11 | TotalSales: $160.13
Date: 2025-01-19 | ProductID: P963 | Quantity: 54 | TotalSales: $1522.83
Date: 2025-01-15 | ProductID: P400 | Quantity: 56 | TotalSales: $1209.43
Date: 2025-02-04 | ProductID: P256 | Quantity: 17 | TotalSales: $559.57
Date: 2025-01-06 | ProductID: P421 | Quantity: 79 | TotalSales: $3498.69
Date: 2025-02-26 | ProductID: P865 | Quantity: 80 | TotalSales: $2414.07
Date: 2025-01-09 | ProductID: P766 | Quantity: 40 | TotalSales: $1024.21
Date: 2025-02-16 | ProductID: P393 | Quantity: 73 | TotalSales: $889.45
Date: 2025-02-16 | ProductID: P969 | Quantity: 68 | TotalSales: $680.44
Date: 2025-03-20 | ProductID: P504 | Quantity: 28 | TotalSales: $1396.14
Date: 2025-02-24 | ProductID: P448 | Quantity: 51 | TotalSales: $1818.54
Date: 2025-03-01 | ProductID: P602 | Quantity: 5 | TotalSales: $77.58
Date: 2025-03-17 | ProductID: P532 | Quantity: 42 | TotalSales: $549.83
Date: 2025-03-09 | ProductID: P397 | Quantity: 5 | TotalSales: $160.99
Date: 2025-03-19 | ProductID: P754 | Quantity: 39 | TotalSales: $782.20
Date: 2025-01-23 | ProductID: P915 | Quantity: 13 | TotalSales: $310.14
Date: 2025-03-13 | ProductID: P657 | Quantity: 13 | TotalSales: $249.31
Date: 2025-02-16 | ProductID: P556 | Quantity: 80 | TotalSales: $3141.03
Date: 2025-03-07 | ProductID: P319 | Quantity: 98 | TotalSales: $2718.16
Date: 2025-01-28 | ProductID: P800 | Quantity: 73 | TotalSales: $2798.40
Date: 2025-01-06 | ProductID: P751 | Quantity: 45 | TotalSales: $1577.08
Date: 2025-02-11 | ProductID: P509 | Quantity: 61 | TotalSales: $1378.50
Date: 2025-03-13 | ProductID: P367 | Quantity: 15 | TotalSales: $414.91
Date: 2025-02-26 | ProductID: P495 | Quantity: 34 | TotalSales: $444.90
Date: 2025-01-16 | ProductID: P504 | Quantity: 95 | TotalSales: $1574.01
Date: 2025-03-02 | ProductID: P883 | Quantity: 59 | TotalSales: $1856.97
Date: 2025-03-27 | ProductID: P394 | Quantity: 26 | TotalSales: $908.18
Date: 2025-03-11 | ProductID: P876 | Quantity: 60 | TotalSales: $1987.41
Date: 2025-03-26 | ProductID: P703 | Quantity: 59 | TotalSales: $2729.77
Date: 2025-02-05 | ProductID: P857 | Quantity: 86 | TotalSales: $4136.94
Date: 2025-01-17 | ProductID: P457 | Quantity: 18 | TotalSales: $823.33
Date: 2025-03-24 | ProductID: P229 | Quantity: 26 | TotalSales: $593.63
Date: 2025-02-11 | ProductID: P725 | Quantity: 36 | TotalSales: $1460.05
Date: 2025-03-24 | ProductID: P792 | Quantity: 69 | TotalSales: $2137.69
Date: 2025-03-28 | ProductID: P910 | Quantity: 100 | TotalSales: $4666.12
Date: 2025-01-06 | ProductID: P455 | Quantity: 15 | TotalSales: $701.68
Date: 2025-01-03 | ProductID: P172 | Quantity: 92 | TotalSales: $2652.80
Date: 2025-03-24 | ProductID: P779 | Quantity: 3 | TotalSales: $121.02
Date: 2025-03-01 | ProductID: P180 | Quantity: 58 | TotalSales: $1929.15
Date: 2025-01-26 | ProductID: P342 | Quantity: 48 | TotalSales: $837.14
Date: 2025-02-07 | ProductID: P825 | Quantity: 99 | TotalSales: $2165.41
Date: 2025-01-07 | ProductID: P809 | Quantity: 3 | TotalSales: $61.21
Date: 2025-03-19 | ProductID: P657 | Quantity: 1 | TotalSales: $16.61
Date: 2025-03-19 | ProductID: P895 | Quantity: 39 | TotalSales: $1249.56
